Drzava,Ime,Simbol,Trenutna_cena,Dnevna_sprem.,Dobiček,Volumen_delnice,Link_za_več
Denmark,Carlsberg A/S,CARL.A,932.0,0.65%,82.06B,106.81B,https://stockanalysis.com/quote/cph/CARL.A/
Denmark,Tryg A/S,TRYG,167.8,-0.47%,40.98B,101.68B,https://stockanalysis.com/quote/cph/TRYG/
Denmark,Genmab A/S,GMAB,1612.5,1.61%,23.16B,97.61B,https://stockanalysis.com/quote/cph/GMAB/
Denmark,Ørsted A/S,ORSTED,199.7,5.63%,74.68B,79.44B,https://stockanalysis.com/quote/cph/ORSTED/
Denmark,Pandora A/S,PNDORA,899.4,-0.09%,32.50B,68.64B,https://stockanalysis.com/quote/cph/PNDORA/
Denmark,Københavns Lufthavne A/S,KBHL,6620.0,-0.30%,5.26B,52.11B,https://stockanalysis.com/quote/cph/KBHL/
Denmark,Demant A/S,DEMANT,243.0,-0.65%,22.59B,52.10B,https://stockanalysis.com/quote/cph/DEMANT/
Denmark,Rockwool A/S,ROCK.A,242.0,0.25%,28.90B,50.66B,https://stockanalysis.com/quote/cph/ROCK.A/
Denmark,ALK-Abelló A/S,ALK.B,199.6,0.10%,5.86B,44.11B,https://stockanalysis.com/quote/cph/ALK.B/
Denmark,Jyske Bank A/S,JYSK,690.5,-0.07%,14.06B,41.28B,https://stockanalysis.com/quote/cph/JYSK/
Denmark,H. Lundbeck A/S,HLUN.A,33.8,0.45%,23.52B,38.83B,https://stockanalysis.com/quote/cph/HLUN.A/
Austria,Broadcom Inc.,BROA,258.25,0.47%,50.31B,"1,216.63B",https://stockanalysis.com/quote/vie/BROA/
Austria,Berkshire Hathaway Inc.,BRKA,640500.0,0.16%,315.18B,921.66B,https://stockanalysis.com/quote/vie/BRKA/
Austria,Tencent Holdings Limited,NNN1,65.5,-,83.70B,600.98B,https://stockanalysis.com/quote/vie/NNN1/
Austria,"Netflix, Inc.",NFLX,1053.6,-0.06%,35.50B,447.89B,https://stockanalysis.com/quote/vie/NFLX/
Austria,Industrial and Commercial Bank of China Limited,ICK,0.638,-0.22%,83.88B,295.94B,https://stockanalysis.com/quote/vie/ICK/
Austria,Agricultural Bank of China Limited,EK7,0.584,-1.75%,73.91B,291.27B,https://stockanalysis.com/quote/vie/EK7/
Austria,"Samsung Electronics Co., Ltd.",SSU,1075.0,-0.46%,194.16B,281.03B,https://stockanalysis.com/quote/vie/SSU/
Austria,SAP SE,SAP,231.85,-0.15%,35.89B,275.31B,https://stockanalysis.com/quote/vie/SAP/
Austria,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",MC,518.3,3.19%,82.82B,249.51B,https://stockanalysis.com/quote/vie/MC/
Austria,"Advanced Micro Devices, Inc.",AMD,142.0,0.74%,25.26B,233.66B,https://stockanalysis.com/quote/vie/AMD/
Austria,Wells Fargo & Company,WFC,71.55,3.64%,66.09B,227.68B,https://stockanalysis.com/quote/vie/WFC/
Austria,China Construction Bank Corporation,CNCB,0.83,-0.78%,76.32B,223.33B,https://stockanalysis.com/quote/vie/CNCB/
Austria,Hermès International Société en commandite par actions,RMS,2145.0,1.04%,15.70B,222.15B,https://stockanalysis.com/quote/vie/RMS/
Austria,Nestlé S.A.,NESN,80.07,0.40%,97.32B,204.52B,https://stockanalysis.com/quote/vie/NESN/
Austria,Bank of China Limited,BOCN,0.476,-0.25%,68.57B,198.82B,https://stockanalysis.com/quote/vie/BOCN/
Austria,PetroChina Company Limited,PECN,0.813,-0.78%,336.75B,185.66B,https://stockanalysis.com/quote/vie/PECN/
Austria,Reliance Industries Limited,RLI,54.2,0.74%,96.95B,183.53B,https://stockanalysis.com/quote/vie/RLI/
Austria,Siemens Aktiengesellschaft,SIE,236.65,1.70%,78.30B,180.95B,https://stockanalysis.com/quote/vie/SIE/
Austria,Booking Holdings Inc.,BOOK,4812.0,-1.51%,21.31B,156.80B,https://stockanalysis.com/quote/vie/BOOK/
Austria,Airbus SE,AIR,178.68,-0.73%,70.02B,141.06B,https://stockanalysis.com/quote/vie/AIR/
Nigeria,Airtel Africa Plc,AIRTELAFRI,2310.5,-,"8,039.95B",16.83T,https://stockanalysis.com/quote/ngx/AIRTELAFRI/
Nigeria,BUA Foods PLC,BUAFOODS,590.0,-,"1,768.04B",10.62T,https://stockanalysis.com/quote/ngx/BUAFOODS/
Nigeria,MTN Nigeria Communications PLC,MTNN,435.0,-,"4,201.09B","9,122.00B",https://stockanalysis.com/quote/ngx/MTNN/
Nigeria,Dangote Cement Plc,DANGCEM,520.0,-,"3,892.09B","8,711.12B",https://stockanalysis.com/quote/ngx/DANGCEM/
Nigeria,BUA Cement Plc,BUACEMENT,151.8,-,"1,092.83B","5,140.61B",https://stockanalysis.com/quote/ngx/BUACEMENT/
Nigeria,Seplat Energy Plc,SEPLAT,5379.3,-,"3,213.90B","3,100.20B",https://stockanalysis.com/quote/ngx/SEPLAT/
Nigeria,Zenith Bank Plc,ZENITHBANK,69.9,-0.99%,"2,315.03B","2,870.78B",https://stockanalysis.com/quote/ngx/ZENITHBANK/
Nigeria,Geregu Power Plc,GEREGU,1141.5,-,144.08B,"2,853.75B",https://stockanalysis.com/quote/ngx/GEREGU/
Nigeria,Guaranty Trust Holding Company Plc,GTCO,95.0,-3.06%,"1,483.40B","2,387.88B",https://stockanalysis.com/quote/ngx/GTCO/
Nigeria,Aradel Holdings Plc,ARADEL,510.0,-,629.21B,"2,215.87B",https://stockanalysis.com/quote/ngx/ARADEL/
Nigeria,International Breweries Plc,INTBREW,13.0,-5.46%,606.75B,"2,187.79B",https://stockanalysis.com/quote/ngx/INTBREW/
Nigeria,Nigerian Breweries Plc,NB,70.5,0.71%,"1,342.81B","2,184.30B",https://stockanalysis.com/quote/ngx/NB/
Nigeria,Lafarge Africa Plc,WAPCO,134.0,-,918.16B,"2,158.44B",https://stockanalysis.com/quote/ngx/WAPCO/
Nigeria,Transcorp Power Plc,TRANSPOWER,286.5,-,376.31B,"2,148.75B",https://stockanalysis.com/quote/ngx/TRANSPOWER/
Nigeria,United Bank for Africa Plc,UBA,49.5,2.27%,"1,924.65B","2,031.45B",https://stockanalysis.com/quote/ngx/UBA/
Nigeria,Transcorp Hotels Plc,TRANSCOHOT,164.6,-,87.99B,"1,685.92B",https://stockanalysis.com/quote/ngx/TRANSCOHOT/
Nigeria,Stanbic IBTC Holdings PLC,STANBIC,100.0,-,622.82B,"1,590.18B",https://stockanalysis.com/quote/ngx/STANBIC/
Nigeria,Nestlé Nigeria Plc,NESTLE,1890.0,-,"1,132.96B","1,498.12B",https://stockanalysis.com/quote/ngx/NESTLE/
Nigeria,Presco Plc,PRESCO,1480.0,-,318.22B,"1,480.00B",https://stockanalysis.com/quote/ngx/PRESCO/
Nigeria,Access Holdings Plc,ACCESSCORP,27.2,-1.09%,"2,395.69B","1,419.37B",https://stockanalysis.com/quote/ngx/ACCESSCORP/
Greece,Coca-Cola HBC AG,EEE,43.48,-1.45%,11.20B,16.00B,https://stockanalysis.com/quote/ath/EEE/
Greece,Eurobank Ergasias Services and Holdings S.A.,EUROB,3.23,-1.85%,3.13B,11.99B,https://stockanalysis.com/quote/ath/EUROB/
Greece,National Bank of Greece S.A.,ETE,12.16,-0.33%,2.63B,11.04B,https://stockanalysis.com/quote/ath/ETE/
Greece,Piraeus Financial Holdings S.A.,TPEIR,6.78,-1.77%,2.70B,8.62B,https://stockanalysis.com/quote/ath/TPEIR/
Greece,Alpha Bank S.A.,ALPHA,3.436,-3.51%,1.76B,8.24B,https://stockanalysis.com/quote/ath/ALPHA/
Greece,Organization of Football Prognostics S.A.,OPAP,19.27,0.31%,1.60B,6.89B,https://stockanalysis.com/quote/ath/OPAP/
Greece,Metlen Energy & Metals PLC,MTLN,54.0,-1.28%,5.68B,6.80B,https://stockanalysis.com/quote/ath/MTLN/
Greece,Hellenic Telecommunications Organization S.A.,HTO,16.05,-1.47%,3.59B,6.52B,https://stockanalysis.com/quote/ath/HTO/
Greece,Public Power Corporation S.A.,PPC,14.3,-0.69%,9.60B,5.06B,https://stockanalysis.com/quote/ath/PPC/
Greece,Jumbo S.A.,BELA,30.54,-1.80%,1.15B,4.18B,https://stockanalysis.com/quote/ath/BELA/
Greece,Bank of Cyprus Holdings Public Limited Company,BOCHGR,7.76,0.26%,1.02B,3.37B,https://stockanalysis.com/quote/ath/BOCHGR/
Greece,Athens International Airport S.A.,AIA,10.71,-0.37%,664.96M,3.33B,https://stockanalysis.com/quote/ath/AIA/
Greece,Titan S.A.,TITC,38.05,0.13%,2.65B,2.83B,https://stockanalysis.com/quote/ath/TITC/
Greece,Motor Oil (Hellas) Corinth Refineries S.A.,MOH,25.64,-1.38%,11.89B,2.82B,https://stockanalysis.com/quote/ath/MOH/
Greece,HELLENiQ ENERGY Holdings S.A.,ELPE,8.6,0.17%,11.38B,2.62B,https://stockanalysis.com/quote/ath/ELPE/
Greece,CrediaBank S.A.,CREDIA,1.498,-3.35%,-218.26M,2.51B,https://stockanalysis.com/quote/ath/CREDIA/
Greece,Cenergy Holdings SA,CENER,10.74,-1.65%,1.80B,2.34B,https://stockanalysis.com/quote/ath/CENER/
Greece,Gek Terna S.A.,GEKTERNA,22.38,-2.01%,3.58B,2.29B,https://stockanalysis.com/quote/ath/GEKTERNA/
Greece,Optima bank S.A.,OPTIMA,7.85,-1.13%,249.46M,1.76B,https://stockanalysis.com/quote/ath/OPTIMA/
Greece,Viohalco S.A.,VIO,6.65,0.76%,6.74B,1.72B,https://stockanalysis.com/quote/ath/VIO/
Kuwait,Kuwait Finance House K.S.C.P.,KFH,0.771,-0.64%,1.61B,13.26B,https://stockanalysis.com/quote/kwse/KFH/
Kuwait,National Bank of Kuwait S.A.K.P.,NBK,1.026,0.10%,1.24B,8.97B,https://stockanalysis.com/quote/kwse/NBK/
Kuwait,Boubyan Bank K.S.C.P.,BOUBYAN,0.695,-0.57%,240.96M,3.05B,https://stockanalysis.com/quote/kwse/BOUBYAN/
Kuwait,Mobile Telecommunications Company K.S.C.P.,ZAIN,0.516,1.18%,2.10B,2.22B,https://stockanalysis.com/quote/kwse/ZAIN/
Kuwait,Mabanee Company K.P.S.C.,MABANEE,0.958,-1.24%,136.19M,1.42B,https://stockanalysis.com/quote/kwse/MABANEE/
Kuwait,Gulf Bank K.S.C.P.,GBK,0.335,-0.89%,154.06M,1.35B,https://stockanalysis.com/quote/kwse/GBK/
Kuwait,Warba Bank K.S.C.P.,WARBABANK,0.284,-1.73%,86.64M,1.28B,https://stockanalysis.com/quote/kwse/WARBABANK/
Kuwait,Commercial Bank of Kuwait K.P.S.C.,CBK,0.589,1.90%,227.59M,1.16B,https://stockanalysis.com/quote/kwse/CBK/
Kuwait,Burgan Bank K.P.S.C.,BURG,0.25,1.22%,196.38M,950.04M,https://stockanalysis.com/quote/kwse/BURG/
Kuwait,Al Ahli Bank of Kuwait K.S.C.P.,ABK,0.296,-1.33%,159.74M,754.24M,https://stockanalysis.com/quote/kwse/ABK/
Kuwait,Boursa Kuwait Securities Company K.P.S.C.,BOURSA,3.487,1.01%,39.14M,696.69M,https://stockanalysis.com/quote/kwse/BOURSA/
Kuwait,National Industries Group Holding - KPSC,NIND,0.256,2.81%,175.90M,634.93M,https://stockanalysis.com/quote/kwse/NIND/
Kuwait,National Mobile Telecommunications Company K.S.C.P.,OOREDOO,1.204,0.08%,730.99M,603.40M,https://stockanalysis.com/quote/kwse/OOREDOO/
Kuwait,Kuwait Telecommunications Company K.S.C.P.,STC,0.578,-0.52%,345.16M,577.27M,https://stockanalysis.com/quote/kwse/STC/
Kuwait,GFH Financial Group BSC,GFH,0.122,3.39%,269.89M,470.96M,https://stockanalysis.com/quote/kwse/GFH/
Kuwait,Kuwait International Bank K.S.C.P.,KIB,0.267,-0.37%,84.09M,442.25M,https://stockanalysis.com/quote/kwse/KIB/
Kuwait,Gulf Cables and Electrical Industries Group Company - KPSC,CABLE,2.037,0.49%,97.91M,419.84M,https://stockanalysis.com/quote/kwse/CABLE/
Kuwait,Kuwait Projects Company Holding K.S.C.P.,KPROJ,0.0868,-0.69%,887.72M,397.47M,https://stockanalysis.com/quote/kwse/KPROJ/
Kuwait,Ali Al-Ghanim Sons Automotive Company K.S.C.P.,ALG,1.1,-0.90%,277.24M,397.29M,https://stockanalysis.com/quote/kwse/ALG/
Kuwait,Mezzan Holding Company K.S.C.P.,MEZZAN,1.229,-1.76%,292.99M,382.27M,https://stockanalysis.com/quote/kwse/MEZZAN/
Belgium,Anheuser-Busch InBev SA/NV,ABI,53.74,-0.48%,49.83B,105.44B,https://stockanalysis.com/quote/ebr/ABI/
Belgium,KBC Group NV,KBC,101.8,-0.10%,11.31B,40.41B,https://stockanalysis.com/quote/ebr/KBC/
Belgium,UCB SA,UCB,200.5,-0.35%,6.85B,38.23B,https://stockanalysis.com/quote/ebr/UCB/
Belgium,argenx SE,ARGX,603.0,-0.76%,2.66B,37.19B,https://stockanalysis.com/quote/ebr/ARGX/
Belgium,ageas SA/NV,AGS,60.9,-0.57%,8.51B,11.74B,https://stockanalysis.com/quote/ebr/AGS/
Belgium,Elia Group SA/NV,ELI,99.6,-0.70%,4.15B,10.94B,https://stockanalysis.com/quote/ebr/ELI/
Belgium,D'Ieteren Group SA,DIE,186.8,-0.74%,8.15B,9.98B,https://stockanalysis.com/quote/ebr/DIE/
Belgium,Groupe Bruxelles Lambert SA,GBLB,75.8,-0.20%,6.47B,9.30B,https://stockanalysis.com/quote/ebr/GBLB/
Belgium,Sofina Société Anonyme,SOF,261.6,-0.15%,1.43B,8.66B,https://stockanalysis.com/quote/ebr/SOF/
Belgium,Syensqo SA/NV,SYENS,75.76,-0.37%,6.67B,7.78B,https://stockanalysis.com/quote/ebr/SYENS/
Belgium,Ackermans & Van Haaren NV,ACKB,223.2,0.09%,6.04B,7.29B,https://stockanalysis.com/quote/ebr/ACKB/
Belgium,Financière de Tubize SA,TUB,161.6,-0.49%,13.26K,7.23B,https://stockanalysis.com/quote/ebr/TUB/
Belgium,Lotus Bakeries NV,LOTB,8410.0,6.32%,1.29B,6.43B,https://stockanalysis.com/quote/ebr/LOTB/
Belgium,KBC Ancora SA,KBCA,66.7,-0.74%,-,5.18B,https://stockanalysis.com/quote/ebr/KBCA/
Belgium,Warehouses De Pauw SA,WDP,22.02,-0.99%,507.83M,5.17B,https://stockanalysis.com/quote/ebr/WDP/
Belgium,Colruyt Group N.V.,COLR,37.74,0.75%,10.96B,4.52B,https://stockanalysis.com/quote/ebr/COLR/
Belgium,Shurgard Self Storage Ltd,SHUR,33.75,0.30%,440.20M,3.36B,https://stockanalysis.com/quote/ebr/SHUR/
Belgium,Brederode SA,BREB,112.0,-0.18%,376.73M,3.29B,https://stockanalysis.com/quote/ebr/BREB/
Belgium,DEME Group NV,DEME,132.2,2.16%,4.30B,3.27B,https://stockanalysis.com/quote/ebr/DEME/
Belgium,Umicore SA,UMI,13.58,0.07%,16.12B,3.26B,https://stockanalysis.com/quote/ebr/UMI/
Peru,Microsoft Corporation,MSFT,505.0,1.02%,997.25B,13.41T,https://stockanalysis.com/quote/bvl/MSFT/
Peru,Alphabet Inc.,GOOG,205.0,3.48%,"1,314.68B","8,948.09B",https://stockanalysis.com/quote/bvl/GOOG/
Peru,"Meta Platforms, Inc.",META,755.0,-0.16%,632.93B,"6,684.74B",https://stockanalysis.com/quote/bvl/META/
Peru,Broadcom Inc.,AVGO,297.45,3.10%,208.34B,"5,028.06B",https://stockanalysis.com/quote/bvl/AVGO/
Peru,"Netflix, Inc.",NFLX,1220.8,-,147.59B,"1,851.04B",https://stockanalysis.com/quote/bvl/NFLX/
Peru,Bank of America Corporation,BAC,49.51,0.20%,348.51B,"1,328.61B",https://stockanalysis.com/quote/bvl/BAC/
Peru,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA,18.85,-2.03%,130.44B,369.47B,https://stockanalysis.com/quote/bvl/BBVA/
Peru,Strategy Inc,MSTR,336.5,-,1.64B,345.33B,https://stockanalysis.com/quote/bvl/MSTR/
Peru,Southern Copper Corporation,SCCO,97.62,-,42.08B,278.21B,https://stockanalysis.com/quote/bvl/SCCO/
Peru,Credicorp Ltd.,BAP,252.8,-0.86%,19.88B,71.30B,https://stockanalysis.com/quote/bvl/BAP/
Peru,Banco de Crédito del Perú S.A.,CREDITC1,4.66,0.22%,15.99B,60.71B,https://stockanalysis.com/quote/bvl/CREDITC1/
Peru,Sociedad Minera Cerro Verde S.A.A.,CVERDEC1,40.2,-,14.82B,51.10B,https://stockanalysis.com/quote/bvl/CVERDEC1/
Peru,Unión de Cervecerías Peruanas Backus y Johnston S.A.A.,BACKUAC1,191.0,-,7.77B,23.19B,https://stockanalysis.com/quote/bvl/BACKUAC1/
Peru,Compañía de Minas Buenaventura S.A.A.,BUENAVC1,68.0,13.33%,4.63B,16.84B,https://stockanalysis.com/quote/bvl/BUENAVC1/
Peru,Intercorp Financial Services Inc.,IFS,39.81,3.30%,5.28B,15.62B,https://stockanalysis.com/quote/bvl/IFS/
Peru,Banco BBVA Perú,BBVAC1,1.44,-,6.23B,13.90B,https://stockanalysis.com/quote/bvl/BBVAC1/
Peru,Minsur S.A.,MINSURI1,3.99,0.50%,8.68B,11.47B,https://stockanalysis.com/quote/bvl/MINSURI1/
Peru,Shougang Hierro Peru S.a.a.,SHPC1,25.0,-,4.15B,11.15B,https://stockanalysis.com/quote/bvl/SHPC1/
Peru,InRetail Perú Corp.,INRETC1,27.0,0.07%,22.26B,10.29B,https://stockanalysis.com/quote/bvl/INRETC1/
Peru,Banco Internacional del Perú S.A.A. - Interbank,INTERBC1,1.56,-,3.78B,10.07B,https://stockanalysis.com/quote/bvl/INTERBC1/
Jordan,Jordan Phosphate Mines Co. Plc,JOPH,20.28,0.90%,1.26B,6.13B,https://stockanalysis.com/quote/ase/JOPH/
Jordan,Arab Bank Group,ARBK,5.85,0.17%,2.15B,3.75B,https://stockanalysis.com/quote/ase/ARBK/
Jordan,Arab Potash Company,APOT,32.15,1.07%,656.72M,2.65B,https://stockanalysis.com/quote/ase/APOT/
Jordan,The Housing Bank for Trade and Finance,THBK,3.97,1.80%,431.49M,1.23B,https://stockanalysis.com/quote/ase/THBK/
Jordan,Jordan Islamic Bank,JOIB,4.22,-,210.84M,844.00M,https://stockanalysis.com/quote/ase/JOIB/
Jordan,Capital Bank of Jordan,CAPL,2.33,-,380.95M,612.88M,https://stockanalysis.com/quote/ase/CAPL/
Jordan,Jordan Telecommunications Company,JTEL,2.93,0.69%,358.24M,545.63M,https://stockanalysis.com/quote/ase/JTEL/
Jordan,Jordan Petroleum Refinery Co. Ltd.,JOPT,5.23,0.19%,1.49B,523.00M,https://stockanalysis.com/quote/ase/JOPT/
Jordan,Bank of Jordan,BOJX,2.32,-0.43%,160.71M,466.00M,https://stockanalysis.com/quote/ase/BOJX/
Jordan,Jordan Kuwait Bank,JOKB,2.96,0.34%,326.73M,444.00M,https://stockanalysis.com/quote/ase/JOKB/
Jordan,Bank al Etihad,ETHD,2.01,-0.50%,247.19M,406.00M,https://stockanalysis.com/quote/ase/ETHD/
Jordan,Safwa Islamic Bank,SIBK,2.29,0.88%,81.54M,343.50M,https://stockanalysis.com/quote/ase/SIBK/
Jordan,Jordan Electric Power Company,JOEP,2.62,-,1.09B,253.04M,https://stockanalysis.com/quote/ase/JOEP/
Jordan,Cairo Amman Bank,CABK,1.22,-,142.22M,242.00M,https://stockanalysis.com/quote/ase/CABK/
Jordan,Invest Bank,INVB,1.8,3.45%,80.59M,225.00M,https://stockanalysis.com/quote/ase/INVB/
Jordan,Jordan Ahli Bank,AHLI,1.12,-,109.72M,224.73M,https://stockanalysis.com/quote/ase/AHLI/
Jordan,Afaq For Energy Co. P.L.C,MANE,1.88,-,1.00B,206.80M,https://stockanalysis.com/quote/ase/MANE/
Jordan,Arab Jordan Investment Bank,AJIB,1.35,-,66.46M,202.50M,https://stockanalysis.com/quote/ase/AJIB/
Jordan,Jordanian Duty Free Shops,JDFS,6.7,3.08%,85.97M,150.75M,https://stockanalysis.com/quote/ase/JDFS/
Jordan,Irbid District Electricity Co. Ltd.,IREL,5.6,0.18%,310.50M,150.00M,https://stockanalysis.com/quote/ase/IREL/
Netherlands,ASML Holding N.V.,ASML,654.7,-0.83%,32.16B,255.70B,https://stockanalysis.com/quote/ams/ASML/
Netherlands,Shell plc,SHELL,31.52,-0.43%,231.62B,184.35B,https://stockanalysis.com/quote/ams/SHELL/
Netherlands,Unilever PLC,UNA,53.32,-0.74%,59.77B,133.66B,https://stockanalysis.com/quote/ams/UNA/
Netherlands,Prosus N.V.,PRX,52.41,0.04%,5.71B,116.35B,https://stockanalysis.com/quote/ams/PRX/
Netherlands,RELX PLC,REN,40.62,-1.65%,11.12B,75.60B,https://stockanalysis.com/quote/ams/REN/
Netherlands,ING Groep N.V.,INGA,20.64,-0.34%,19.59B,58.58B,https://stockanalysis.com/quote/ams/INGA/
Netherlands,Universal Music Group N.V.,UMG,24.7,-1.20%,12.19B,45.85B,https://stockanalysis.com/quote/ams/UMG/
Netherlands,Adyen N.V.,ADYEN,1445.0,0.35%,2.19B,45.37B,https://stockanalysis.com/quote/ams/ADYEN/
Netherlands,Heineken N.V.,HEIA,69.66,0.75%,29.18B,38.55B,https://stockanalysis.com/quote/ams/HEIA/
Netherlands,Coca-Cola Europacific Partners PLC,CCEP,75.6,-0.79%,20.88B,34.69B,https://stockanalysis.com/quote/ams/CCEP/
Netherlands,Ferrovial SE,FER,47.01,0.15%,9.35B,33.85B,https://stockanalysis.com/quote/ams/FER/
Netherlands,Koninklijke Ahold Delhaize N.V.,AD,34.32,-0.32%,91.65B,31.19B,https://stockanalysis.com/quote/ams/AD/
Netherlands,Wolters Kluwer N.V.,WKL,109.75,-1.44%,6.08B,25.65B,https://stockanalysis.com/quote/ams/WKL/
Netherlands,Koninklijke Philips N.V.,INPHI,29.4,-,17.86B,22.63B,https://stockanalysis.com/quote/ams/INPHI/
Netherlands,DSM-Firmenich AG,DSFIR,84.14,0.98%,13.01B,21.85B,https://stockanalysis.com/quote/ams/DSFIR/
Netherlands,ArcelorMittal S.A.,MT,28.47,0.35%,51.63B,21.58B,https://stockanalysis.com/quote/ams/MT/
Netherlands,ABN AMRO Bank N.V.,ABN,24.56,-0.41%,8.80B,20.54B,https://stockanalysis.com/quote/ams/ABN/
Netherlands,ASM International NV,ASM,424.5,3.23%,3.26B,20.11B,https://stockanalysis.com/quote/ams/ASM/
Netherlands,CVC Capital Partners plc,CVC,17.56,0.75%,1.56B,18.53B,https://stockanalysis.com/quote/ams/CVC/
Netherlands,Exor N.V.,EXO,86.05,0.17%,15.40B,17.85B,https://stockanalysis.com/quote/ams/EXO/
New Zealand,Westpac Banking Corporation,WBC,43.3,1.50%,23.38B,146.07B,https://stockanalysis.com/quote/nze/WBC/
New Zealand,ANZ Group Holdings Limited,ANZ,37.57,1.71%,23.22B,111.50B,https://stockanalysis.com/quote/nze/ANZ/
New Zealand,Fisher & Paykel Healthcare Corporation Limited,FPH,36.75,-0.60%,2.02B,21.67B,https://stockanalysis.com/quote/nze/FPH/
New Zealand,Meridian Energy Limited,MEL,5.61,3.51%,4.84B,14.18B,https://stockanalysis.com/quote/nze/MEL/
New Zealand,Auckland International Airport Limited,AIA,7.6,-0.07%,953.60M,12.82B,https://stockanalysis.com/quote/nze/AIA/
New Zealand,Infratil Limited,IFT,11.58,-1.91%,3.85B,11.56B,https://stockanalysis.com/quote/nze/IFT/
New Zealand,Australian Foundation Investment Company Limited,AFI,8.15,-0.12%,356.57M,10.32B,https://stockanalysis.com/quote/nze/AFI/
New Zealand,Fonterra Co-operative Group Limited,FCG,5.85,-2.17%,24.33B,9.38B,https://stockanalysis.com/quote/nze/FCG/
New Zealand,Mercury NZ Limited,MCY,6.5,0.15%,3.50B,9.13B,https://stockanalysis.com/quote/nze/MCY/
New Zealand,Contact Energy Limited,CEN,8.93,1.94%,3.44B,8.63B,https://stockanalysis.com/quote/nze/CEN/
New Zealand,The a2 Milk Company Limited,ATM,10.66,3.50%,1.90B,7.73B,https://stockanalysis.com/quote/nze/ATM/
New Zealand,EBOS Group Limited,EBO,32.55,-3.84%,13.24B,6.62B,https://stockanalysis.com/quote/nze/EBO/
New Zealand,Mainfreight Limited,MFT,59.49,-0.82%,5.24B,5.99B,https://stockanalysis.com/quote/nze/MFT/
New Zealand,Ventia Services Group Limited,VNT,5.96,0.51%,6.57B,5.12B,https://stockanalysis.com/quote/nze/VNT/
New Zealand,Spark New Zealand Limited,SPK,2.55,1.19%,3.73B,4.82B,https://stockanalysis.com/quote/nze/SPK/
New Zealand,Port of Tauranga Limited,POT,6.94,0.58%,442.36M,4.70B,https://stockanalysis.com/quote/nze/POT/
New Zealand,Vector Limited,VCT,4.57,1.56%,1.10B,4.50B,https://stockanalysis.com/quote/nze/VCT/
New Zealand,Chorus Limited,CNU,9.81,0.77%,1.01B,4.22B,https://stockanalysis.com/quote/nze/CNU/
New Zealand,Fletcher Building Limited,FBU,3.09,1.31%,6.99B,3.31B,https://stockanalysis.com/quote/nze/FBU/
New Zealand,Goodman Property Trust,GMT,2.04,2.00%,277.90M,3.08B,https://stockanalysis.com/quote/nze/GMT/
Luxembourg,Reliance Industries Limited,RELIN,63.2,-2.17%,96.95B,184.17B,https://stockanalysis.com/quote/lux/RELIN/
Luxembourg,SK hynix Inc.,HYNSE,186.0,-0.80%,48.58B,114.52B,https://stockanalysis.com/quote/lux/HYNSE/
Luxembourg,"Delta Electronics, Inc.",DELEC,112.0,0.90%,13.67B,52.66B,https://stockanalysis.com/quote/lux/DELEC/
Luxembourg,ITC Limited,ITC,4.6,0.88%,7.85B,49.31B,https://stockanalysis.com/quote/lux/ITC/
Luxembourg,Engie SA,GDFLU,17.98,-1.64%,74.35B,43.33B,https://stockanalysis.com/quote/lux/GDFLU/
Luxembourg,UltraTech Cement Limited,ULC14,144.0,-,7.78B,36.33B,https://stockanalysis.com/quote/lux/ULC14/
Luxembourg,Mahindra & Mahindra Limited,MHNDR,38.0,-2.06%,16.85B,36.12B,https://stockanalysis.com/quote/lux/MHNDR/
Luxembourg,"Fubon Financial Holding Co., Ltd.",094382572,28.8,-0.69%,20.02B,32.97B,https://stockanalysis.com/quote/lux/094382572/
Luxembourg,Quanta Computer Inc.,QUNCP,44.0,1.38%,53.33B,29.19B,https://stockanalysis.com/quote/lux/QUNCP/
Luxembourg,"Cathay Financial Holding Co., Ltd.",CATFH,21.2,0.95%,21.21B,25.85B,https://stockanalysis.com/quote/lux/CATFH/
Luxembourg,Vonovia SE,094567408,28.46,2.12%,7.71B,23.89B,https://stockanalysis.com/quote/lux/094567408/
Luxembourg,ArcelorMittal S.A.,MTL,28.37,-1.73%,51.63B,21.58B,https://stockanalysis.com/quote/lux/MTL/
Luxembourg,OTP Bank Nyrt.,OTPBK,44.8,-1.75%,6.88B,20.63B,https://stockanalysis.com/quote/lux/OTPBK/
Luxembourg,Tata Steel Limited,TTSTE,18.2,0.55%,21.54B,18.95B,https://stockanalysis.com/quote/lux/TTSTE/
Luxembourg,Grasim Industries Limited,GRA92,32.2,-2.42%,15.29B,18.58B,https://stockanalysis.com/quote/lux/GRA92/
Luxembourg,Hindalco Industries Limited,HINDA,8.05,-1.83%,24.40B,15.33B,https://stockanalysis.com/quote/lux/HINDA/
Luxembourg,"E.SUN Financial Holding Company, Ltd.",ESUNF,27.6,-,2.29B,15.28B,https://stockanalysis.com/quote/lux/ESUNF/
Luxembourg,Ambuja Cements Limited,AMCEM,6.65,-1.48%,3.67B,13.85B,https://stockanalysis.com/quote/lux/AMCEM/
Luxembourg,ASUSTeK Computer Inc.,ACMR1,104.0,-,19.11B,13.26B,https://stockanalysis.com/quote/lux/ACMR1/
