Drzava,Ime,Simbol,Trenutna_cena,Dnevna_sprem.,Dobiček,Volumen_delnice,Link_za_več
Tanzania,Dar es Salaam Stock Exchange Plc,DSE,5050.0,1.00%,13.11B,120.31B,https://stockanalysis.com/quote/dar/DSE/
Tanzania,National Investment Company Limited,NICO,1790.0,11.88%,11.78B,110.33B,https://stockanalysis.com/quote/dar/NICO/
Tanzania,Afriprise Investment PLC,AFRIPRISE,525.0,0.96%,4.22B,76.61B,https://stockanalysis.com/quote/dar/AFRIPRISE/
Tanzania,Swissport Tanzania Plc,SWIS,2020.0,-8.18%,51.01B,72.72B,https://stockanalysis.com/quote/dar/SWIS/
Tanzania,Mkombozi Commercial Bank Plc,MKCB,2630.0,-2.23%,33.16B,61.95B,https://stockanalysis.com/quote/dar/MKCB/
Tanzania,TOL Gases Limited,TOL,990.0,-1.00%,30.79B,56.93B,https://stockanalysis.com/quote/dar/TOL/
Tanzania,Swala Oil & Gas (Tanzania) plc,SWALA,450.0,-,-,47.79B,https://stockanalysis.com/quote/dar/SWALA/
Tanzania,Nation Media Group PLC,NMG,340.0,9.68%,115.51B,43.57B,https://stockanalysis.com/quote/dar/NMG/
Tanzania,Precision Air Services Plc,PAL,215.0,-2.27%,62.50B,34.50B,https://stockanalysis.com/quote/dar/PAL/
Ghana,AngloGold Ashanti plc,AADS,0.41,-,78.93B,309.62B,https://stockanalysis.com/quote/ghse/AADS/
Ghana,Scancom Plc,MTNGH,3.88,-,21.18B,51.36B,https://stockanalysis.com/quote/ghse/MTNGH/
Ghana,Ecobank Transnational Incorporated,ETI,0.77,-,19.15B,6.48B,https://stockanalysis.com/quote/ghse/ETI/
Ghana,Standard Chartered Bank Ghana PLC,SCB,28.01,-,1.66B,3.77B,https://stockanalysis.com/quote/ghse/SCB/
Ghana,TotalEnergies Marketing Ghana PLC,TOTAL,31.93,-,7.25B,3.57B,https://stockanalysis.com/quote/ghse/TOTAL/
Ghana,Ecobank Ghana PLC,EGH,9.02,1.24%,4.55B,2.91B,https://stockanalysis.com/quote/ghse/EGH/
Ghana,Access Bank (Ghana) Plc,ACCESS,16.36,-,1.62B,2.85B,https://stockanalysis.com/quote/ghse/ACCESS/
Ghana,GCB Bank Plc,GCB,9.96,1.12%,4.89B,2.64B,https://stockanalysis.com/quote/ghse/GCB/
Ghana,Tullow Oil plc,TLW,11.92,-,13.21B,2.38B,https://stockanalysis.com/quote/ghse/TLW/
Ghana,Guinness Ghana Breweries PLC,GGBL,6.05,-,3.17B,1.86B,https://stockanalysis.com/quote/ghse/GGBL/
Ghana,Agricultural Development Bank Plc,ADB,5.06,-,1.02B,1.76B,https://stockanalysis.com/quote/ghse/ADB/
Ghana,Societe Generale Ghana PLC,SOGEGH,2.0,-,1.47B,1.42B,https://stockanalysis.com/quote/ghse/SOGEGH/
Ghana,Unilever Ghana PLC,UNIL,20.4,-,987.68M,1.28B,https://stockanalysis.com/quote/ghse/UNIL/
Ghana,Benso Oil Palm Plantation PLC,BOPP,34.35,0.26%,401.75M,1.20B,https://stockanalysis.com/quote/ghse/BOPP/
Ghana,Republic Bank (Ghana) PLC,RBGH,1.1,-,919.45M,937.16M,https://stockanalysis.com/quote/ghse/RBGH/
Ghana,GOIL Plc,GOIL,2.28,0.44%,19.07B,893.45M,https://stockanalysis.com/quote/ghse/GOIL/
Ghana,Atlantic Lithium Limited,ALLGH,6.12,-,10.44M,776.10M,https://stockanalysis.com/quote/ghse/ALLGH/
Ghana,CalBank PLC,CAL,0.51,2.00%,971.39M,552.17M,https://stockanalysis.com/quote/ghse/CAL/
Ghana,Fan Milk PLC,FML,4.41,-,870.53M,512.47M,https://stockanalysis.com/quote/ghse/FML/
Ghana,Enterprise Group PLC,EGL,2.9,-,2.13B,495.59M,https://stockanalysis.com/quote/ghse/EGL/
Lithuania,AB Ignitis grupe,IGN1L,21.4,0.94%,2.51B,1.53B,https://stockanalysis.com/quote/vse/IGN1L/
Lithuania,"Telia Lietuva, AB",TEL1L,1.72,-,494.31M,1.00B,https://stockanalysis.com/quote/vse/TEL1L/
Lithuania,AB Artea bankas,ROE1L,0.805,-,199.80M,523.14M,https://stockanalysis.com/quote/vse/ROE1L/
Lithuania,Litgrid AB,LGD1L,0.814,-0.25%,371.52M,410.53M,https://stockanalysis.com/quote/vse/LGD1L/
Lithuania,AB Akola Group,AKO1L,1.515,-,1.58B,252.36M,https://stockanalysis.com/quote/vse/AKO1L/
Lithuania,"Invalda INVL, AB",IVL1L,19.7,-0.51%,64.17M,238.76M,https://stockanalysis.com/quote/vse/IVL1L/
Lithuania,AB Amber Grid,AMG1L,1.21,1.68%,74.51M,215.84M,https://stockanalysis.com/quote/vse/AMG1L/
Lithuania,APB Apranga,APG1L,2.93,-,296.91M,162.01M,https://stockanalysis.com/quote/vse/APG1L/
Lithuania,Grigeo Group AB,GRG1L,1.145,-1.72%,225.40M,150.45M,https://stockanalysis.com/quote/vse/GRG1L/
Lithuania,Rokiskio Suris AB,RSU1L,4.08,0.49%,370.35M,128.19M,https://stockanalysis.com/quote/vse/RSU1L/
Lithuania,AB Zemaitijos pienas,ZMP1L,2.96,-,307.64M,122.06M,https://stockanalysis.com/quote/vse/ZMP1L/
Lithuania,AB Vilkyskiu pienine,VLP1L,10.15,0.50%,260.31M,121.22M,https://stockanalysis.com/quote/vse/VLP1L/
Lithuania,AB KN Energies,KNE1L,0.31,-,94.55M,117.92M,https://stockanalysis.com/quote/vse/KNE1L/
Lithuania,AB Pieno Zvaigzdes,PZV1L,1.7,-0.29%,217.10M,76.73M,https://stockanalysis.com/quote/vse/PZV1L/
Lithuania,AB Kauno Energija,KNR1L,1.78,-1.11%,93.86M,76.19M,https://stockanalysis.com/quote/vse/KNR1L/
Lithuania,Vilniaus Baldai AB,VBL1L,12.2,-,101.66M,47.41M,https://stockanalysis.com/quote/vse/VBL1L/
Lithuania,INVL Technology UTIB,INC1L,3.6,-,311.00K,43.07M,https://stockanalysis.com/quote/vse/INC1L/
Lithuania,Special Closed-Ended Type Real Estate Investment Company INVL BALTIC REAL ESTATE,INR1L,2.8,1.45%,3.90M,22.27M,https://stockanalysis.com/quote/vse/INR1L/
Lithuania,AB INVL Baltic Farmland,INL1L,6.5,0.78%,863.00K,20.99M,https://stockanalysis.com/quote/vse/INL1L/
Lithuania,Auga Group AB,AUG1L,0.0796,-0.50%,85.37M,18.70M,https://stockanalysis.com/quote/vse/AUG1L/
Ireland,Ryanair Holdings plc,RYA,25.24,0.76%,14.66B,26.57B,https://stockanalysis.com/quote/ise/RYA/
Ireland,AIB Group plc,A5G,6.98,-0.29%,4.60B,14.96B,https://stockanalysis.com/quote/ise/A5G/
Ireland,Kerry Group plc,KRZ,79.55,0.06%,6.97B,12.95B,https://stockanalysis.com/quote/ise/KRZ/
Ireland,Bank of Ireland Group plc,BIRG,12.89,0.66%,4.02B,12.29B,https://stockanalysis.com/quote/ise/BIRG/
Ireland,Kingspan Group plc,KRX,67.15,0.30%,8.96B,12.16B,https://stockanalysis.com/quote/ise/KRX/
Ireland,Glanbia plc,GL9,14.2,0.28%,3.35B,3.55B,https://stockanalysis.com/quote/ise/GL9/
Ireland,Hammerson Plc,HMSO,2.758,-,277.18M,1.79B,https://stockanalysis.com/quote/ise/HMSO/
Ireland,Cairn Homes plc,C5H,2.195,0.23%,859.87M,1.36B,https://stockanalysis.com/quote/ise/C5H/
Ireland,Dalata Hotel Group plc,DHG,6.39,-0.16%,656.31M,1.34B,https://stockanalysis.com/quote/ise/DHG/
Ireland,Permanent TSB Group Holdings plc,PTSB,2.28,0.88%,674.00M,1.24B,https://stockanalysis.com/quote/ise/PTSB/
Ireland,Uniphar plc,UPR,4.07,-0.49%,2.77B,1.06B,https://stockanalysis.com/quote/ise/UPR/
Ireland,Glenveagh Properties PLC,GVR,1.94,1.15%,869.20M,1.02B,https://stockanalysis.com/quote/ise/GVR/
Ireland,Irish Continental Group plc,IR5B,5.66,0.35%,628.20M,914.53M,https://stockanalysis.com/quote/ise/IR5B/
Ireland,Greencoat Renewables PLC,GRP,0.726,-0.55%,113.91M,812.73M,https://stockanalysis.com/quote/ise/GRP/
Ireland,Molten Ventures Plc,GRW,3.35,-,52.12M,754.88M,https://stockanalysis.com/quote/ise/GRW/
Ireland,FBD Holdings plc,EG7,14.5,1.40%,483.76M,517.98M,https://stockanalysis.com/quote/ise/EG7/
Ireland,Irish Residential Properties REIT Plc,IRES,0.969,0.73%,85.09M,504.51M,https://stockanalysis.com/quote/ise/IRES/
Ireland,Origin Enterprises plc,OIZ,3.755,-1.18%,2.02B,405.55M,https://stockanalysis.com/quote/ise/OIZ/
Ireland,Kenmare Resources plc,KMR,3.76,-1.05%,355.35M,330.32M,https://stockanalysis.com/quote/ise/KMR/
Ireland,Hostelworld Group plc,HSW,1.4,0.72%,92.30M,164.32M,https://stockanalysis.com/quote/ise/HSW/
Venezuela,"Mercantil Servicios Financieros, C.A.",MVZ.A,1095.0,-0.46%,27.60B,114.79B,https://stockanalysis.com/quote/ccse/MVZ.A/
Venezuela,"Banco Provincial, S.A. Banco Universal",BPV,20.0,-,22.51B,95.46B,https://stockanalysis.com/quote/ccse/BPV/
Venezuela,"Banco de Venezuela, S.A. Banco Universal",BVL,21.4,-0.47%,14.32B,78.05B,https://stockanalysis.com/quote/ccse/BVL/
Venezuela,"Banco Nacional de Crédito, C.A., Banco Universal",BNC,233.0,1.75%,7.47B,60.10B,https://stockanalysis.com/quote/ccse/BNC/
Venezuela,C.A. Ron Santa Teresa,RST,59.95,1.61%,484.41M,34.25B,https://stockanalysis.com/quote/ccse/RST/
Venezuela,Proagro C.A.,PGR,35.0,6.06%,4.80B,29.29B,https://stockanalysis.com/quote/ccse/PGR/
Venezuela,"Banco del Caribe, C.A., Banco Universal",ABC.A,150.0,16.28%,3.70B,26.98B,https://stockanalysis.com/quote/ccse/ABC.A/
Venezuela,Productos EFE S.A.,EFE,23.0,5.51%,1.04B,16.10B,https://stockanalysis.com/quote/ccse/EFE/
Venezuela,"Envases Venezolanos, S.A.",ENV,87.0,-,954.05M,11.42B,https://stockanalysis.com/quote/ccse/ENV/
Venezuela,"Corporación Grupo Químico, C.A.",CGQ,103.0,15.73%,1.73B,10.94B,https://stockanalysis.com/quote/ccse/CGQ/
Venezuela,"Domínguez & Cía., S.A.",DOM,79.85,5.07%,1.84B,4.01B,https://stockanalysis.com/quote/ccse/DOM/
Venezuela,C.A. Inmuebles Y Valores Caracas,IVC,50.01,-,102.18M,3.50B,https://stockanalysis.com/quote/ccse/IVC/
Venezuela,"Grupo Zuliano, C.A.",GZL,59.0,-,-,2.89B,https://stockanalysis.com/quote/ccse/GZL/
Venezuela,"Ceramica Carabobo, S.A.C.A.",CCR,1099.0,9.90%,905.51M,2.83B,https://stockanalysis.com/quote/ccse/CCR/
Venezuela,"Manufacturas de Papel, C.A.",MPA,10.5,-,2.86B,2.41B,https://stockanalysis.com/quote/ccse/MPA/
Venezuela,Protinal C.A.,PTN,11.86,17.43%,-56.77M,1.83B,https://stockanalysis.com/quote/ccse/PTN/
Venezuela,C.A. Fábrica Nacional de Cementos S.A.C.A.,FNC,17.35,3.89%,349.92M,1.50B,https://stockanalysis.com/quote/ccse/FNC/
Venezuela,Telares de Palo Grande C.A.,2TPG,1.25,-,92.68M,1.49B,https://stockanalysis.com/quote/ccse/2TPG/
Venezuela,"Siderúrgica Venezolana ""Sivensa"", S.A.",SVS,4.7,17.50%,-,246.86M,https://stockanalysis.com/quote/ccse/SVS/
Venezuela,"Bolsa de Valores de Caracas, C.A.",BVCC,6.25,19.05%,81.08M,142.82M,https://stockanalysis.com/quote/ccse/BVCC/
Kazakhstan,"Joint Stock Company ""National Company ""KazMunayGas""",KMGZ,19806.0,0.28%,"8,462.22B",12.07T,https://stockanalysis.com/quote/kase/KMGZ/
Kazakhstan,Joint Stock Company Kaspi.kz,KSPI,49900.0,-0.50%,"3,181.48B","9,493.75B",https://stockanalysis.com/quote/kase/KSPI/
Kazakhstan,National Atomic Company Kazatomprom JSC,KZAP,24177.0,1.58%,"1,772.40B","6,270.47B",https://stockanalysis.com/quote/kase/KZAP/
Kazakhstan,ForteBank Joint Stock Company,ASBN,22.95,-0.04%,304.65B,"4,211.81B",https://stockanalysis.com/quote/kase/ASBN/
Kazakhstan,Halyk Bank of Kazakhstan Joint Stock Company,HSBK,366.19,0.33%,"1,849.56B","3,874.11B",https://stockanalysis.com/quote/kase/HSBK/
Kazakhstan,Oil and Gas Development Company Limited,OGDC,260.33,-0.04%,767.96B,"2,138.61B",https://stockanalysis.com/quote/kase/OGDC/
Kazakhstan,Joint Stock Company Bank CenterCredit,CCBN,4699.0,3.32%,530.08B,819.81B,https://stockanalysis.com/quote/kase/CCBN/
Kazakhstan,Kcell Joint Stock Company,KCEL,3348.97,-0.14%,240.54B,668.60B,https://stockanalysis.com/quote/kase/KCEL/
Kazakhstan,Kazakhtelecom JSC,KZTK,41500.0,1.22%,513.10B,450.18B,https://stockanalysis.com/quote/kase/KZTK/
Kazakhstan,Kazakhstan Electricity Grid Operating Company JSC,KEGC,1438.51,0.04%,344.65B,396.15B,https://stockanalysis.com/quote/kase/KEGC/
Kazakhstan,KazTransOil JSC,KZTO,806.02,0.01%,324.04B,310.02B,https://stockanalysis.com/quote/kase/KZTO/
Kazakhstan,Air Astana Joint Stock Company,AIRA,741.2,-1.94%,696.33B,261.08B,https://stockanalysis.com/quote/kase/AIRA/
Kazakhstan,Kazakhstan Stock Exchange Joint-Stock Company,KASE,61500.0,0.82%,25.74B,66.13B,https://stockanalysis.com/quote/kase/KASE/
Kazakhstan,LOTTE Rakhat JSC,RAHT,14997.0,-0.02%,92.16B,53.69B,https://stockanalysis.com/quote/kase/RAHT/
Kazakhstan,JSC Bayan Sulu,BSUL,441.52,-,47.55B,35.32B,https://stockanalysis.com/quote/kase/BSUL/
Kazakhstan,JSC BAST,BAST,4099.99,4.73%,40.17M,7.70B,https://stockanalysis.com/quote/kase/BAST/
Kazakhstan,YURTA Finance & Investment House JSC,IFDR,9350.01,-0.08%,-,5.64B,https://stockanalysis.com/quote/kase/IFDR/
Kazakhstan,Joint Stock Company KM GOLD,KMGD,68.88,1.29%,-,2.20B,https://stockanalysis.com/quote/kase/KMGD/
Kazakhstan,Aktobe Metalware Plant Joint Stock Company,AKZM,6295.0,-0.47%,381.10M,1.35B,https://stockanalysis.com/quote/kase/AKZM/
Serbia,Naftna Industrija Srbije a.d.,NIIS,718.0,-3.50%,3.03B,999.55M,https://stockanalysis.com/quote/belex/NIIS/
Serbia,Aerodrom Nikola Tesla a.d.,AERO,2201.0,0.05%,7.26M,656.93M,https://stockanalysis.com/quote/belex/AERO/
Serbia,Messer Tehnogas AD,TGAS,35101.0,-,182.81M,310.56M,https://stockanalysis.com/quote/belex/TGAS/
Serbia,Kompanija Dunav Osiguranje a.d.o.,DNOS,1560.0,3.11%,429.19M,202.23M,https://stockanalysis.com/quote/belex/DNOS/
Serbia,Fintel Energija a.d.,FINT,649.0,-0.15%,23.40M,146.88M,https://stockanalysis.com/quote/belex/FINT/
Serbia,IMPOL SEVAL Valjaonica Aluminijuma a.d.,IMPL,7999.0,-,207.90M,64.34M,https://stockanalysis.com/quote/belex/IMPL/
Serbia,Energoprojekt Holding a.d.,ENHL,496.0,-14.48%,78.57M,45.89M,https://stockanalysis.com/quote/belex/ENHL/
Serbia,"Metalac a.d., Gornji Milanovac",MTLC,2150.0,-,134.67M,35.47M,https://stockanalysis.com/quote/belex/MTLC/
Serbia,Zitopek a.d.,ZTPK,15500.0,3.33%,-,32.79M,https://stockanalysis.com/quote/belex/ZTPK/
Serbia,Gosa Fom a.d.,GFOM,1700.0,9.96%,66.90M,19.86M,https://stockanalysis.com/quote/belex/GFOM/
Serbia,Kopaonik a.d.,KOPB,16000.0,-,-,18.97M,https://stockanalysis.com/quote/belex/KOPB/
Serbia,MPP Jedinstvo a.d.,JESV,8499.0,-,64.91M,15.56M,https://stockanalysis.com/quote/belex/JESV/
Serbia,Informatika a.d,INFM,6000.0,-,62.97M,8.38M,https://stockanalysis.com/quote/belex/INFM/
Serbia,Utva silosi a.d.,UTSI,4707.0,-5.86%,-,5.99M,https://stockanalysis.com/quote/belex/UTSI/
Serbia,Preduzece za puteve Valjevo a.d.,PPVA,3350.0,7.58%,-,5.77M,https://stockanalysis.com/quote/belex/PPVA/
Serbia,Sjaj U Tami a.d.,GRDN,1000.0,11.11%,1.11M,5.71M,https://stockanalysis.com/quote/belex/GRDN/
Serbia,"Jugoprevoz Krusevac a.d. , Krusevac",JGPK,8000.0,6.67%,-,5.20M,https://stockanalysis.com/quote/belex/JGPK/
Serbia,Iritel a.d,IRTL,1500.0,-,-,3.71M,https://stockanalysis.com/quote/belex/IRTL/
Serbia,Tigar a.d.,TIGR,11.0,-,16.70M,1.03M,https://stockanalysis.com/quote/belex/TIGR/
Botswana,Anglo American plc,ANGL,446.87,-,354.52B,427.74B,https://stockanalysis.com/quote/bsm/ANGL/
Botswana,Investec Group,INVE,105.07,-,35.27B,83.51B,https://stockanalysis.com/quote/bsm/INVE/
Botswana,First National Bank of Botswana Limited,FNBB,5.35,-,3.66B,13.61B,https://stockanalysis.com/quote/bsm/FNBB/
Botswana,Botswana Insurance Holdings Limited,BIHL,23.01,-,2.28B,6.55B,https://stockanalysis.com/quote/bsm/BIHL/
Botswana,Absa Bank Botswana Limited,ABBL,7.51,-,2.19B,6.40B,https://stockanalysis.com/quote/bsm/ABBL/
Botswana,Sechaba Brewery Holdings Limited,SECH,37.01,-,-,4.09B,https://stockanalysis.com/quote/bsm/SECH/
Botswana,Standard Chartered Bank Botswana Limited,SCBB,8.7,-,1.10B,2.57B,https://stockanalysis.com/quote/bsm/SCBB/
Botswana,Letshego Africa Holdings Limited,LETS,1.05,-,2.75B,2.25B,https://stockanalysis.com/quote/bsm/LETS/
Botswana,RDC Properties Limited,RDCP,2.4,-,641.46M,1.82B,https://stockanalysis.com/quote/bsm/RDCP/
Botswana,Chobe Holdings Limited,CHOB,17.56,-,638.76M,1.57B,https://stockanalysis.com/quote/bsm/CHOB/
Botswana,Seed Co International Limited,SEED,3.5,-,1.70B,1.38B,https://stockanalysis.com/quote/bsm/SEED/
Botswana,Turnstar Holdings Limited,TURN,2.26,-,345.70M,1.29B,https://stockanalysis.com/quote/bsm/TURN/
Botswana,Choppies Enterprises Limited,CHOP,0.7,-,9.23B,1.27B,https://stockanalysis.com/quote/bsm/CHOP/
Botswana,Botswana Telecommunications Corporation Limited,BTCL,1.16,-,1.49B,1.22B,https://stockanalysis.com/quote/bsm/BTCL/
Botswana,Primetime Property Holdings Limited,PTPH,1.61,-,233.26M,425.56M,https://stockanalysis.com/quote/bsm/PTPH/
Botswana,Shumba Energy Ltd,SHUM,0.9,-,-,270.98M,https://stockanalysis.com/quote/bsm/SHUM/
Botswana,Tlou Energy Limited,TLOU,0.5,-,-,225.42M,https://stockanalysis.com/quote/bsm/TLOU/
Botswana,Olympia Capital Corporation Limited,OCCL,0.27,-,49.00M,17.37M,https://stockanalysis.com/quote/bsm/OCCL/
Uganda,MTN Uganda Limited,MTNU,281.08,-2.97%,"3,375.01B","6,485.66B",https://stockanalysis.com/quote/ugse/MTNU/
Uganda,Equity Group Holdings Plc,EBL,1069.0,-,"4,661.38B","5,811.13B",https://stockanalysis.com/quote/ugse/EBL/
Uganda,KCB Group PLC,KCB,1503.12,-,"4,961.42B","4,749.63B",https://stockanalysis.com/quote/ugse/KCB/
Uganda,East African Breweries PLC,EABL,4053.0,-,"3,580.79B","4,661.28B",https://stockanalysis.com/quote/ugse/EABL/
Uganda,Stanbic Uganda Holdings Limited,SBU,55.5,1.84%,"1,318.26B","2,840.97B",https://stockanalysis.com/quote/ugse/SBU/
Uganda,British American Tobacco Uganda Limited,BATU,15000.0,-,42.48B,736.20B,https://stockanalysis.com/quote/ugse/BATU/
Uganda,Umeme Limited,UMEM,415.0,-,"2,314.77B",673.91B,https://stockanalysis.com/quote/ugse/UMEM/
Uganda,Bank of Baroda (Uganda) Limited,BOBU,42.0,-,221.66B,630.00B,https://stockanalysis.com/quote/ugse/BOBU/
Uganda,Kenya Airways Plc,KA,608.0,-,"5,378.15B",624.90B,https://stockanalysis.com/quote/ugse/KA/
Uganda,Jubilee Holdings Limited,JHL,4289.0,-,871.87B,574.95B,https://stockanalysis.com/quote/ugse/JHL/
Uganda,Quality Chemical Industries Limited,QCIL,115.0,-,267.13B,419.97B,https://stockanalysis.com/quote/ugse/QCIL/
Uganda,Centum Investment Company Plc,CENT,315.1,-,109.65B,240.45B,https://stockanalysis.com/quote/ugse/CENT/
Uganda,dfcu Limited,DFCU,258.71,-,371.93B,193.55B,https://stockanalysis.com/quote/ugse/DFCU/
Uganda,Nation Media Group PLC,NMG,9060.0,-,177.74B,62.17B,https://stockanalysis.com/quote/ugse/NMG/
Uganda,New Vision Printing and Publishing Company Limited,NVL,151.0,-,80.32B,11.55B,https://stockanalysis.com/quote/ugse/NVL/
Uganda,NIC Holdings Limited,NIC,5.0,-,40.03B,10.62B,https://stockanalysis.com/quote/ugse/NIC/
Uganda,Uganda Clays Limited,UCL,6.5,-,31.60B,5.85B,https://stockanalysis.com/quote/ugse/UCL/
Slovenia,"Krka, d. d.",KRKG,200.0,0.76%,1.97B,6.06B,https://stockanalysis.com/quote/ljse/KRKG/
Slovenia,Nova Ljubljanska Banka d.d.,NLBR,165.5,0.30%,1.31B,3.30B,https://stockanalysis.com/quote/ljse/NLBR/
Slovenia,Petrol d.d.,PETG,52.0,-0.38%,6.15B,2.15B,https://stockanalysis.com/quote/ljse/PETG/
Slovenia,"Zavarovalnica Triglav, d.d.",ZVTG,57.2,-1.72%,1.39B,1.30B,https://stockanalysis.com/quote/ljse/ZVTG/
Slovenia,Luka Koper d.d.,LKPG,68.5,-0.73%,354.63M,966.00M,https://stockanalysis.com/quote/ljse/LKPG/
Slovenia,"Pozavarovalnica Sava, d.d.",POSR,59.5,1.71%,892.83M,922.11M,https://stockanalysis.com/quote/ljse/POSR/
Slovenia,"Telekom Slovenije, d.d.",TLSG,96.5,-1.03%,720.19M,627.12M,https://stockanalysis.com/quote/ljse/TLSG/
Slovenia,"SALUS, Ljubljana, d. d.",SALR,42.8,3.38%,649.36M,351.78M,https://stockanalysis.com/quote/ljse/SALR/
Slovenia,"Cinkarna Celje, d. d.",CICG,34.7,-0.29%,213.91M,270.79M,https://stockanalysis.com/quote/ljse/CICG/
Slovenia,EQUINOX NEPREMICNINE d.d.,EQNX,65.5,-,9.71M,116.97M,https://stockanalysis.com/quote/ljse/EQNX/
Slovenia,"CETIS, Graphic and Documentation Services, d.d.",CETG,486.0,-,113.62M,97.20M,https://stockanalysis.com/quote/ljse/CETG/
Slovenia,"Terme Catez, d.d.",TCRG,60.0,-,39.05M,29.41M,https://stockanalysis.com/quote/ljse/TCRG/
Slovenia,UNIOR Kovaska industrija d.d.,UKIG,8.0,-,278.75M,20.19M,https://stockanalysis.com/quote/ljse/UKIG/
Slovenia,"Mladinska knjiga Zalozba, d. d.",MKZG,6.2,-,77.76M,7.39M,https://stockanalysis.com/quote/ljse/MKZG/
Latvia,Eleving Group S.A.,ELEVR,1.7,-0.01%,194.89M,190.93M,https://stockanalysis.com/quote/rse/ELEVR/
Latvia,DelfinGroup AS,DGR1R,1.29,0.16%,41.16M,58.60M,https://stockanalysis.com/quote/rse/DGR1R/
Latvia,AS Virsi-A,VIRSI,3.89,1.04%,383.85M,58.31M,https://stockanalysis.com/quote/rse/VIRSI/
Latvia,AS Amber Latvijas balzams,BAL1R,7.6,-,75.53M,56.60M,https://stockanalysis.com/quote/rse/BAL1R/
Latvia,IPAS Indexo AS,IDX1R,9.86,-1.20%,5.04M,53.31M,https://stockanalysis.com/quote/rse/IDX1R/
Latvia,AS MADARA Cosmetics,MDARA,12.6,0.80%,21.52M,47.29M,https://stockanalysis.com/quote/rse/MDARA/
Latvia,AS APF Holdings,EGG,4.94,-,12.68M,28.30M,https://stockanalysis.com/quote/rse/EGG/
Latvia,SAF Tehnika A/S,SAF1R,5.66,-1.39%,26.11M,16.81M,https://stockanalysis.com/quote/rse/SAF1R/
Latvia,AS Latvijas Juras medicinas centrs,LJM1R,6.45,-0.77%,10.24M,5.12M,https://stockanalysis.com/quote/rse/LJM1R/
Latvia,AS Rigas kugu buvetava,RKB1R,0.322,0.63%,1.65M,3.76M,https://stockanalysis.com/quote/rse/RKB1R/
Latvia,AS Siguldas Ciltslietu Un Maksligas Apseklosanas Stacija,SCM1R,5.05,-,1.86M,2.13M,https://stockanalysis.com/quote/rse/SCM1R/
Lebanon,The Lebanese Company for the Development and Reconstruction of Beirut Central District S.A.L.,SOLA,78.3,-1.63%,104.82B,"1,115.55T",https://stockanalysis.com/quote/bdb/SOLA/
Lebanon,Bank Audi sal,AUDI,2.93,-1.35%,39.86T,154.03T,https://stockanalysis.com/quote/bdb/AUDI/
Lebanon,Holcim (Liban) S.A.L.,HOLC,75.0,-,"5,690.12B",131.00T,https://stockanalysis.com/quote/bdb/HOLC/
Lebanon,BLOM Bank SAL,BLBD,6.46,-,15.89T,120.22T,https://stockanalysis.com/quote/bdb/BLBD/
Lebanon,Byblos Bank S.A.L.,BYB,0.85,-,22.27T,43.04T,https://stockanalysis.com/quote/bdb/BYB/
Slovakia,"Tatra banka, a.s.",1TAT01DE,22600.0,-4.24%,707.68M,1.80B,https://stockanalysis.com/quote/bsse/1TAT01DE/
Slovakia,"Allianz - Slovenská poistovna, a.s.",1SLP401E,294.0,0.69%,587.13M,1.73B,https://stockanalysis.com/quote/bsse/1SLP401E/
Slovakia,"Tatry mountain resorts, a.s.",1TMR001E,21.25,5.72%,206.85M,276.74M,https://stockanalysis.com/quote/bsse/1TMR001E/
Slovakia,"Zentiva, a.s.",1SKF401E,30.0,-,36.17M,48.61M,https://stockanalysis.com/quote/bsse/1SKF401E/
Slovakia,Biotika a.s.,1BSL01AE,8.0,-,11.50M,5.60M,https://stockanalysis.com/quote/bsse/1BSL01AE/
Slovakia,"GARFIN HOLDING, as",1GRT002E,1.6,-,-,3.24M,https://stockanalysis.com/quote/bsse/1GRT002E/
Slovakia,"Prvá strategická, a.s.",1PRV001E,2.1,-,29.68M,1.29M,https://stockanalysis.com/quote/bsse/1PRV001E/
Zimbabwe,Delta Corporation Limited,DLTA,14.0,0.01%,229.16B,46.21T,https://stockanalysis.com/quote/zmse/DLTA/
Zimbabwe,Nampak Zimbabwe Limited,NPKZ,1.0,-,30.16B,"1,888.16B",https://stockanalysis.com/quote/zmse/NPKZ/
Zimbabwe,Proplastics Limited,PROL,1.3,-,6.64B,843.44B,https://stockanalysis.com/quote/zmse/PROL/
Zimbabwe,CAFCA Limited,CAFCA,18.0,-,"2,005.07B",2.34B,https://stockanalysis.com/quote/zmse/CAFCA/
Ukraine,Raiffeisen Bank JSC,BAVL,0.425,-5.47%,18.29B,21.52B,https://stockanalysis.com/quote/ukr/BAVL/
Ukraine,Yasynivka Cokery Plant,YASK,0.15,-,-,41.04M,https://stockanalysis.com/quote/ukr/YASK/
